Ground Clearance (mm),Suspension Travel Rear (mm),Suspension Travel Front (mm),Chassis Stiffness (N/m),Angle of Attack (degrees),Drag Coefficient,Tire Grip Coefficient
48.93203460550912,150.1330904670797,129.73973079240477,7499.747559529216,3.8277564536336497,0.7154684904144233,2729.7423103364554
50.26725450479347,151.15806861221154,131.36638921057596,7501.102140333516,5.681084749561793,1.5853409995063024,2733.3502723558972
47.175730075524726,148.52303191075322,128.86303212378598,7498.168238157484,4.478708411380371,-0.9953351962112094,2726.834132148239
49.580550406268976,151.02206714906254,130.45030514057694,7499.916142742295,4.492572614555781,0.46368435623305726,2730.6171762126924
49.34558499941926,148.05560639958483,128.1391314875598,7498.067949004424,4.592219549202342,0.19867037094814732,2728.2267893079493
50.02505201692452,149.59373339670316,128.55192694400523,7498.950406382025,5.689063366622304,0.27591973868186603,2730.4333400792725
49.65987961098538,148.74280243461894,130.14778717193445,7499.094872265549,2.478300694314721,-1.1681415268719069,2727.4122467427796
50.074329434473,150.80575323264202,130.8819758729095,7501.012119763262,7.324135159261524,2.200882786757358,2734.4065580032375
50.51889425670291,149.9038577801656,130.30627415616112,7500.5220941028265,6.02693108225985,2.244727708846407,2733.2233998140887
50.705494908804944,150.6521842156846,130.24898498022316,7500.836410616833,6.257424306783172,0.7543103278587869,2732.739993039266
50.58514829057621,150.15028364875096,130.1907435803976,7500.442005279868,5.844468877146419,-0.028386715101113458,2731.4487173156144
50.908996119009615,149.98336037296357,130.48446986359195,7500.742833640949,6.01346185631366,1.682302889510231,2732.997654494934
49.72560067249651,149.12540276501304,130.4136467760685,7499.529804850784,6.681646738532781,1.2668696899992917,2732.004631571614
51.33559442231629,150.33957066619953,130.19007940452116,7500.546797644845,5.714458875767064,1.129921138202913,2732.725380371272
51.545703935621596,150.76977665683324,130.86212286555616,7501.184859326247,5.8372893278096445,-0.619987785210576,2732.339213907904
49.017357497789604,148.78465589627044,129.40674060110254,7498.926388637668,4.4518609321583975,-0.13583186737779518,2728.650243993769
50.16471166136561,150.4521655670527,131.09360980781787,7500.6490801691425,6.111121391855482,0.4107297085556317,2732.2516444982293
49.36529094747404,149.8112775128225,129.7882361018293,7499.633070531528,3.812204697526271,-0.041518462714909776,2729.331629990669
50.60876473350113,151.26931571009803,130.10392474127775,7500.72949382581,5.154574844941677,-0.00945854472052332,2731.6412501815003
50.759639179989605,150.41448962809906,129.98148147131337,7499.780306503015,4.463758231781819,-1.6181776071101805,2729.562412599236
50.65278956695075,150.55897412704456,130.38524282773514,7500.719424316799,5.958566861743288,1.0580315235736046,2732.6751481445904
50.97142661960244,151.0486338139294,130.7074314438379,7501.628903527174,6.27436787542527,2.8200432284347174,2734.7596581511693
49.752204959894605,150.00455158459124,129.42838480798696,7499.785242641136,5.283441485891635,0.4168304387350122,2730.643399599226
50.26810339868003,149.49932329705106,129.25642451324603,7499.67093665767,3.6382108556545574,0.2390449992173389,2729.6150513783277
50.880534078576616,150.19112757818036,130.0403186534908,7499.901084790906,4.572075436207907,0.6623540943713893,2731.099017172454
49.53682577745501,150.06574951771339,129.34181366857536,7499.38181280443,5.2266725276097015,-0.23325493825386567,2729.796758922427
50.389648896096645,150.93230777607764,130.71334811309023,7500.509208996181,5.858961178582387,1.0608196471105191,2732.531514499385
49.19961246529412,149.53839552200975,128.92731608160256,7498.979784989994,4.307953368091254,-0.9374547745737141,2728.326071110732
50.9246170853468,151.48639906197914,130.33060563563674,7500.834128860298,5.202022664873222,1.288468859075681,2732.799070087612
51.05803893108109,150.82018761138815,131.40325898565044,7501.037492048008,5.940430751849367,1.6372497974731537,2733.817719019398
51.785335814572214,150.55185809964314,130.27738245021106,7500.291419494675,5.31111497549703,-0.2541186108396044,2731.7681677678715
50.503964127667224,150.79900943389808,130.8984600406654,7500.9630348852015,4.476750706673379,0.7709246920780786,2731.7492760071877
50.726715166215506,150.91260650045857,129.3805660167385,7499.763364183994,6.011757125779351,0.759825797957945,2732.0715472932116
49.14582879226078,148.5249821785022,127.75031400635068,7498.241390872184,3.7005875852301804,-1.4622018104660275,2726.570300955923
50.999138956124625,150.5483024121334,131.78590371948616,7501.110639041493,5.610392853952975,2.850821588742688,2734.2569532388006
50.6126827713315,150.64987579577206,130.4769958019434,7500.18131580837,5.51060168826663,0.7025490720491707,2732.0148665253178
49.98095833324744,150.3877678048119,131.3098302611933,7501.045237232815,5.62005163072848,1.096062807575609,2732.4878623555273
50.035362480494506,149.80403949671165,130.30516632756886,7500.543525004373,4.608191467517438,0.8642712939529777,2730.979576864804
48.82217070634527,149.49340142310763,129.37710061866082,7499.368713830683,6.425446987560228,1.4282323335782419,2731.3510679703913
51.1202160094417,151.26686077176674,130.70320846087836,7501.130925073892,4.951750305942692,1.3369873132939771,2732.9091957295163
49.9207940580236,149.81592628478506,129.92024455496409,7499.911963810687,5.486683102464169,1.3906008742556313,2731.6836668778774
48.38363547480881,149.21169088473204,129.509162697389,7499.165549661918,3.4441341475249,-0.43830176248326347,2727.6980394847674
51.265877512776605,151.03294493551778,131.89854682166848,7501.597382867946,4.697179960457861,1.0046294734739225,2732.8014785236473
49.256427011507796,149.25973639809814,128.26772753297897,7498.370715421964,3.986013047683994,-0.44125180611033765,2728.06863531075
48.70551868333284,148.3975661553145,129.02325078975247,7499.027634025431,4.5340601192283,1.1408991767790302,2729.414531731111
49.01001208648262,148.35856096491457,128.0508956355507,7498.1751324471925,4.5105484506149605,1.2182129693623263,2728.772320200255
49.17071682269421,149.96493248687776,128.36123926268195,7499.2207012156905,5.0671435759466865,0.35141273765159786,2729.5356146801296
52.43761929995624,151.6318603310291,131.82705752351515,7501.2946950218675,3.9769661422074893,-1.347554232045716,2731.5918450578806
50.33606073879214,151.78900466843498,130.53393090675192,7500.644725098869,5.136369506749103,1.5104517332592462,2732.488429211402
51.18388639118722,151.006523807375,130.8208226519855,7501.363140047343,5.3556126456300035,1.2230750473089134,2733.085802638138
49.125111260685635,149.71306612420886,129.9073461470235,7498.6764974762955,2.8674205282783776,-0.926203722396493,2727.567104784268
50.96118345018477,152.01676037757133,132.0596074132308,7501.814728214477,4.383827486460649,0.6009847280326097,2732.6762664113835
50.78231796019138,151.44360049390124,130.3323856246521,7500.535077543965,5.191520840717119,-0.7343818415948664,2731.24201606452
50.975840987431596,150.23396634351386,131.16746561928719,7501.02368360604,5.195275572542281,0.23669718403776274,2731.9259616526833
49.63327955324141,149.13758337469972,129.69892616491003,7499.4934029609585,4.455143080303696,-0.5854415354203446,2728.9669433792087
49.15609192488639,148.5855756073981,128.9931867437751,7498.363806526147,4.36087084500371,-0.48548367252549574,2728.0131934076103
51.14945361146138,151.40848266562153,130.15480609974915,7500.861078334334,6.7039466891693476,2.631419725124882,2734.716019515229
51.19380594138936,151.23724916173953,130.4852763778389,7500.669895384099,5.091509065447679,-0.25637269510953375,2731.634774238892
50.09347600536892,149.60108790891744,128.67884016530758,7499.273508069689,3.2437073705241684,-0.4986058877671168,2728.4022113003984
48.939248276493785,150.5345052343742,129.07514602874028,7499.484890609631,6.86079066916417,2.291279115858755,2732.5479240267496
50.25223981705868,149.3666801141081,129.69600759225028,7499.635753424972,5.710627008869409,-0.8235910520266558,2730.092236485697
48.6062799632586,148.77437183653558,128.1999253633075,7498.485641491805,4.369091786408968,-0.11422599803166245,2727.9561144251456
48.27262280884627,149.5647794442816,129.7096825041149,7499.078931251997,4.236686193601509,-1.4730523072101656,2727.7027295825287
50.86764103913615,151.43507493485552,131.6321672188603,7501.348992182837,4.727162731636706,-0.013580984954141617,2731.908772389109
